21.0 | -7.41384119906e-15
22.0 | 1.62652529997
23.0 | 3.31727965373
24.0 | 5.07226306127
25.0 | 5.93792604917
26.0 | 7.56076231958
27.0 | 9.23894049322
28.0 | 10.9724605701
29.0 | 12.7613225503
30.0 | 14.6055264336
31.0 | 16.5050722203
32.0 | 18.4599599101
33.0 | 20.4701895032
34.0 | 22.5357609996
35.0 | 26.14592859989687
36.0 | 26.14592859989687
37.0 | 26.14592859989687
38.0 | 26.14592859989687
39.0 | 26.14592859989687
40.0 | 26.14592859989687
41.0 | 26.14592859989687
42.0 | 26.14592859989687
43.0 | 26.14592859989687
44.0 | 26.14592859989687
45.0 | 61.04912870656218
46.0 | 61.04912870656218
47.0 | 61.04912870656218
48.0 | 61.04912870656218
49.0 | 61.04912870656218
50.0 | 61.04912870656218
51.0 | 61.04912870656218
52.0 | 61.04912870656218
53.0 | 61.04912870656218
54.0 | 61.04912870656218
55.0 | 100.12985206044806
56.0 | 100.12985206044806
57.0 | 100.12985206044806
58.0 | 100.12985206044806
59.0 | 100.12985206044806
60.0 | 100.12985206044806
61.0 | 100.12985206044806
62.0 | 100.12985206044806
63.0 | 100.12985206044806
64.0 | 100.12985206044806
65.0 | 150.8409757660054
66.0 | 150.8409757660054
67.0 | 150.8409757660054
68.0 | 150.8409757660054
69.0 | 150.8409757660054
70.0 | 150.8409757660054
71.0 | 150.8409757660054
72.0 | 150.8409757660054
73.0 | 150.8409757660054
74.0 | 150.8409757660054
75.0 | 126.599836619
76.0 | 118.891384188
77.0 | 111.078426517
78.0 | 103.160963607
79.0 | 95.138995457
80.0 | 87.0125220677
81.0 | 78.7815434388
82.0 | 70.4460595705
83.0 | 62.0060704625
84.0 | 53.4615761151
85.0 | 44.8125765281
86.0 | 36.0590717015
87.0 | 27.2010616355
88.0 | 18.2385463299
89.0 | 9.1715257847
90.0 | 0.0
